Post_ID,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Engagement_Rate,Viral_Score,Viral_Level,Is_High_Viral
POST_00729,Instagram,Carousel,Technology,9017,117,147,14539,265,7.91,43.421667965705375,Low,False
POST_04199,Twitter,Poll,Entertainment,1997,272,1285,98164,436,0.99,72.90744466800805,High,True
POST_00083,Twitter,Retweet,Travel,4502,283,1721,49542,286,4.2,77.45975855130784,Very High,True
POST_03975,Twitter,Tweet,Technology,362,150,214,61527,146,0.21,22.354124748490946,Low,False
POST_01281,Facebook,Post,Travel,4883,58,571,2099,416,1.44,49.53506097560976,Low,False
POST_00577,Instagram,Reel,Technology,6288,477,14,47496,377,1.69,38.17614964925954,Low,False
POST_04237,Instagram,Story,Lifestyle,4254,139,292,12650,999,53.4,79.83047544816834,Very High,True
POST_03985,TikTok,Video,Health,33536,1126,1305,57772,210,13.56,28.139841688654354,Low,False
POST_03731,Instagram,Story,Education,3393,182,115,31626,35,1.09,25.691738113795793,Low,False
POST_04503,Twitter,Thread,Food,2132,55,1980,15407,380,0.85,70.74195171026156,High,True
POST_03960,Instagram,Reel,Food,4571,59,292,48044,43,1.99,44.33554169914263,Low,False
POST_01240,Instagram,Reel,Entertainment,1292,281,262,10608,940,0.75,73.58534684333593,High,True
POST_00461,Instagram,Carousel,Business,1130,424,143,17605,593,0.36,51.99922057677318,Moderate,False
POST_04151,Instagram,Carousel,Lifestyle,9148,272,33,33166,949,2.38,58.93413873733437,Moderate,False
POST_04197,Instagram,Carousel,Business,1178,48,27,45347,270,0.41,14.56352299298519,Low,False
POST_01971,Instagram,Carousel,Business,5446,142,133,44575,132,4.89,32.946219797349954,Low,False
POST_04885,Instagram,Story,Food,4784,162,280,30233,166,1.42,50.473499610288385,Moderate,False
POST_03152,Instagram,Reel,Entertainment,3219,387,112,10085,294,0.76,39.96492595479345,Low,False
POST_01586,Instagram,Story,Technology,4216,370,230,19877,72,2.3,46.86087295401403,Low,False
POST_01593,Instagram,Carousel,Technology,140,305,213,35210,743,0.19,60.16562743569758,Moderate,False
POST_00287,Facebook,Story,Fitness,571,117,94,36851,557,0.21,33.318089430894304,Low,False
POST_01168,Facebook,Live,Fitness,5813,58,706,76481,29,1.47,39.25050813008129,Low,False
POST_02431,Facebook,Live,Health,581,170,47,54226,464,0.78,29.547764227642276,Low,False
POST_02133,Facebook,Story,Technology,2010,131,921,28887,264,26.12,52.23069105691057,Moderate,False
POST_02683,Instagram,Story,Lifestyle,5566,93,235,19099,752,2.02,64.39984411535464,High,True
POST_02888,Twitter,Thread,Food,3215,183,380,84335,186,4.84,38.1715291750503,Low,False
POST_04367,Instagram,Photo,Travel,7840,167,112,13876,627,6.11,52.20187061574435,Moderate,False
POST_02970,Facebook,Live,Health,4115,299,334,29741,223,4.97,40.4395325203252,Low,False
POST_01211,Twitter,Thread,Travel,2654,216,372,89114,390,0.87,52.5251509054326,Moderate,False
POST_01702,Twitter,Retweet,Fashion,1752,192,1249,71647,14,2.37,37.92505030181087,Low,False
POST_03831,Twitter,Retweet,Entertainment,1545,35,333,69193,438,0.67,42.434607645875246,Low,False
POST_00690,Instagram,Photo,Sports,3545,231,187,12569,991,0.81,69.21473109898675,High,True
POST_01223,Twitter,Tweet,Fitness,408,68,1563,15012,78,0.54,37.36167002012072,Low,False
POST_04848,Instagram,Carousel,Entertainment,1377,71,282,1642,161,0.44,42.44738893219017,Low,False
POST_04637,Twitter,Thread,Sports,215,21,627,42617,196,0.2,25.384808853118713,Low,False
POST_01032,Facebook,Video,Business,3063,353,13,9524,365,2.1,35.05843495934959,Low,False
POST_03742,TikTok,Stitch,Gaming,46216,1153,2056,191258,2727,33.02,67.9287598944591,High,True
POST_03704,TikTok,Duet,Gaming,17651,563,4630,217886,426,11.12,44.91754617414247,Low,False
POST_03984,Instagram,Photo,Entertainment,5240,209,190,33930,17,1.42,36.84723304754481,Low,False
POST_03431,Facebook,Story,Travel,3771,20,385,50014,135,3.77,26.753048780487802,Low,False
POST_03319,TikTok,Video,Entertainment,48964,1351,222,496750,2741,214.29,57.78364116094987,Moderate,False
POST_01080,YouTube,Live,Entertainment,18122,780,83,631175,1657,25.91,38.99791231732777,Low,False
POST_00021,Facebook,Post,Lifestyle,309,21,599,9362,784,0.66,56.58028455284553,Moderate,False
POST_04435,Instagram,Story,Sports,2939,137,126,11051,841,0.66,52.86438035853468,Moderate,False
POST_02314,LinkedIn,Post,Business,1661,14,18,8960,223,3.15,40.38346613545817,Low,False
POST_04912,Facebook,Story,Sports,7148,32,77,66458,235,8.02,26.582825203252035,Low,False
POST_01585,YouTube,Community Post,Travel,4208,818,412,41693,2022,1.51,38.3455114822547,Low,False
POST_02074,TikTok,Stitch,Entertainment,48105,639,4909,127580,1646,13.99,71.57981530343007,High,True
POST_02602,Instagram,Story,Technology,5435,260,40,42511,923,4.35,53.10600155884645,Moderate,False
POST_00114,TikTok,Duet,Gaming,38765,1631,4596,264285,157,27.47,56.76121372031662,Moderate,False
POST_02637,YouTube,Short,Entertainment,7209,715,710,555827,3511,1.78,53.97181628392483,Moderate,False
POST_04481,Instagram,Photo,Education,2854,269,5,43949,558,1.88,32.81761496492596,Low,False
POST_01041,Facebook,Post,Lifestyle,5888,147,160,76737,631,2.31,49.96443089430894,Moderate,False
POST_01104,YouTube,Community Post,Travel,16701,731,811,38117,4985,17.91,73.0427974947808,High,True
POST_04816,YouTube,Community Post,Education,13386,236,1365,466501,3081,19.05,59.54070981210855,Moderate,False
POST_01170,Twitter,Poll,Gaming,1268,124,1066,67538,127,2.94,37.44215291750502,Low,False
POST_00017,Twitter,Tweet,Fitness,3680,46,1500,15706,347,4.0,64.04175050301811,High,True
POST_01785,LinkedIn,Document,Lifestyle,1643,90,366,25937,98,6.59,58.416334661354576,Moderate,False
POST_04738,Twitter,Poll,Lifestyle,621,204,744,77706,72,0.33,29.71076458752515,Low,False
POST_01191,Instagram,Story,Fashion,2104,418,4,18726,764,1.98,42.61301636788776,Low,False
POST_02514,Facebook,Story,Sports,100,270,575,24300,445,0.35,50.327743902439025,Moderate,False
POST_00625,Facebook,Live,Fitness,598,166,836,8464,617,1.35,63.887195121951216,Moderate,False
POST_01174,Twitter,Retweet,Technology,339,178,588,37368,333,0.32,43.43812877263581,Low,False
POST_02571,Twitter,Poll,Entertainment,4553,20,229,35409,58,3.67,22.678571428571427,Low,False
POST_02339,Instagram,Reel,Fitness,9068,218,99,23555,925,3.14,64.3004676539361,High,True
POST_03519,Instagram,Photo,Gaming,2954,233,101,13930,78,11.17,26.566640685892434,Low,False
POST_04874,Instagram,Story,Fashion,7838,326,31,39677,32,2.01,26.31917381137958,Low,False
POST_02241,TikTok,Stitch,Travel,16018,636,3820,301145,1847,6.0,57.25263852242743,Moderate,False
POST_01619,Facebook,Video,Entertainment,2758,120,10,71274,490,9.08,31.28302845528455,Low,False
POST_01930,Instagram,Story,Health,5229,312,141,6528,337,1.51,45.38191738113795,Low,False
POST_00437,Instagram,Story,Entertainment,8175,233,276,34883,224,29.29,58.85619641465316,Moderate,False
POST_02793,Facebook,Post,Health,7061,191,164,74363,409,8.74,43.849085365853654,Low,False
POST_04186,Facebook,Live,Fitness,4384,88,624,10457,636,2.76,61.821646341463406,Moderate,False
POST_04166,Twitter,Tweet,Health,3338,168,93,94499,15,0.9,21.101609657947687,Low,False
POST_00479,YouTube,Community Post,Entertainment,7766,524,1776,659764,4512,9.75,76.56576200417535,High,True
POST_00511,Facebook,Video,Travel,2463,17,235,4488,684,0.68,43.76778455284553,Low,False
POST_04304,Facebook,Live,Entertainment,3764,61,841,40309,177,1.29,46.4380081300813,Low,False
POST_04415,Twitter,Tweet,Travel,1075,232,195,74545,428,0.72,48.443158953722325,Low,False
POST_03994,Instagram,Photo,Technology,6795,7,281,39528,619,2.53,64.69602494154326,High,True
POST_01370,Instagram,Carousel,Gaming,4781,294,263,12128,58,4.17,48.96531566640686,Low,False
POST_01031,Instagram,Carousel,Entertainment,2137,93,126,46517,427,0.77,35.68784099766172,Low,False
POST_04761,Facebook,Post,Technology,3736,179,520,4469,54,2.37,33.99644308943089,Low,False
POST_00716,YouTube,Live,Travel,8900,861,1723,835372,1038,3.69,57.463465553235906,Moderate,False
POST_02531,LinkedIn,Document,Fashion,464,57,431,8302,244,0.24,66.97211155378486,High,True
POST_03276,TikTok,Duet,Business,25717,36,2603,227236,1724,6.19,45.66952506596306,Low,False
POST_00466,Twitter,Thread,Fashion,2050,158,1144,43425,176,9.13,46.51156941649899,Low,False
POST_02194,Facebook,Live,Health,7004,74,759,57250,464,21.67,63.38922764227641,Moderate,False
POST_01511,TikTok,Duet,Entertainment,32979,1817,612,209021,2956,8.3,61.45448548812664,Moderate,False
POST_01756,TikTok,Stitch,Food,10440,1130,1708,417585,2126,3.63,46.837071240105544,Low,False
POST_02727,Instagram,Photo,Fashion,3511,82,123,38311,267,0.9,31.502338269680436,Low,False
POST_00421,TikTok,Stitch,Travel,8304,1036,4077,16217,1023,4.03,50.343007915567284,Moderate,False
POST_00988,Twitter,Retweet,Gaming,1324,293,331,47025,190,1.45,37.1579476861167,Low,False
POST_01284,Instagram,Story,Entertainment,999,20,167,19366,435,0.24,35.79306313328137,Low,False
POST_00801,LinkedIn,Article,Education,106,115,101,26544,59,0.22,25.811752988047807,Low,False
POST_00247,Twitter,Tweet,Business,449,139,1202,3459,101,0.52,36.32545271629778,Low,False
POST_03460,Facebook,Video,Technology,4325,387,316,79205,319,3.39,47.65497967479675,Low,False
POST_02757,Facebook,Live,Technology,4049,161,344,66230,359,1.03,41.356707317073166,Low,False
POST_04565,Instagram,Carousel,Business,9742,462,70,10558,934,9.7,69.21667965705379,High,True
POST_01381,Instagram,Story,Food,5568,176,187,31945,315,1.28,46.10483242400624,Low,False
POST_01896,LinkedIn,Poll,Travel,488,25,246,12795,197,0.27,45.971115537848604,Low,False
POST_00226,Instagram,Reel,Fitness,3959,198,142,33887,824,8.38,57.46882307092751,Moderate,False
POST_01293,Facebook,Live,Education,3841,87,689,3719,692,1.24,65.8130081300813,High,True
POST_00872,Twitter,Retweet,Technology,3030,203,172,4685,90,3.24,28.976358148893354,Low,False
POST_01186,YouTube,Live,Lifestyle,2631,245,1622,676531,535,6.81,38.585594989561585,Low,False
POST_02109,Twitter,Retweet,Fitness,4781,54,1170,1975,398,1.83,65.0125754527163,High,True
POST_01845,YouTube,Short,Education,1081,222,1752,498229,3658,2.7,60.36534446764092,Moderate,False
POST_04281,Instagram,Carousel,Lifestyle,8037,207,128,22938,964,3.5,67.35775526110677,High,True
POST_04974,LinkedIn,Article,Food,1458,19,141,22026,67,1.23,30.926294820717125,Low,False
POST_04682,Instagram,Carousel,Education,8662,207,42,34639,570,2.25,44.4173811379579,Low,False
POST_03050,Twitter,Tweet,Fitness,3864,247,1351,74450,431,1.76,78.01056338028168,Very High,True
POST_04037,YouTube,Community Post,Gaming,15170,725,1899,246117,1579,3.91,67.47390396659708,High,True
POST_00682,Twitter,Thread,Fashion,2044,147,445,91998,425,1.46,51.35563380281689,Moderate,False
POST_00779,LinkedIn,Post,Travel,713,5,114,24937,40,1.54,18.05278884462151,Low,False
POST_02527,Instagram,Photo,Lifestyle,5001,431,279,5110,663,4.93,75.86905689789555,High,True
POST_03832,TikTok,Stitch,Travel,41647,1720,3225,175673,2095,16.87,70.97295514511873,High,True
POST_02387,Twitter,Thread,Fitness,4103,246,469,81982,413,1.04,61.99949698189135,Moderate,False
POST_03012,Twitter,Retweet,Fashion,704,30,301,78271,20,0.35,9.859154929577464,Low,False
POST_00757,Facebook,Live,Entertainment,1462,300,510,10036,465,11.05,52.482215447154466,Moderate,False
POST_02560,Facebook,Post,Education,5300,145,634,29163,391,2.77,54.77642276422764,Moderate,False
POST_01527,Twitter,Retweet,Education,2589,154,1340,71949,90,0.99,45.7771629778672,Low,False
POST_01536,Instagram,Reel,Lifestyle,8340,310,80,13088,208,5.44,38.68667186282151,Low,False
POST_04315,YouTube,Video,Education,19701,119,1430,674439,1606,10.07,53.68997912317327,Moderate,False
POST_03531,Twitter,Retweet,Travel,1729,84,673,16468,182,1.09,33.47082494969819,Low,False
POST_02398,Instagram,Photo,Travel,7834,406,148,36165,558,7.95,61.32307092751363,Moderate,False
POST_04834,Instagram,Reel,Fitness,6644,135,269,1150,829,1.53,74.04715510522213,High,True
POST_02936,Instagram,Photo,Travel,4187,184,52,3311,438,1.49,33.08456742010912,Low,False
POST_04519,Instagram,Photo,Travel,9696,284,78,25891,160,2.22,38.15081839438815,Low,False
POST_04443,Instagram,Reel,Entertainment,8359,372,107,3874,639,5.96,59.156274356975835,Moderate,False
POST_02685,Twitter,Tweet,Lifestyle,3724,49,1230,53282,189,9.61,48.158953722334,Low,False
POST_01176,Facebook,Post,Gaming,1828,113,762,33850,527,19.78,58.19867886178862,Moderate,False
POST_01992,Instagram,Story,Business,3516,471,163,3247,113,1.09,42.981293842556504,Low,False
POST_01157,Instagram,Reel,Lifestyle,2071,266,235,46954,556,1.04,57.80592361652377,Moderate,False
POST_03780,TikTok,Duet,Lifestyle,40390,895,4184,493774,200,10.35,48.94459102902374,Low,False
POST_02930,Twitter,Tweet,Business,1501,254,1229,15052,167,6.81,50.28420523138833,Moderate,False
POST_04590,LinkedIn,Poll,Sports,444,24,112,11855,16,0.12,14.417330677290838,Low,False
POST_00256,Facebook,Video,Sports,5966,126,809,42945,208,8.47,53.02845528455285,Moderate,False
POST_03613,Twitter,Poll,Technology,4626,282,802,40889,395,1.37,69.02162977867202,High,True
POST_02777,Instagram,Carousel,Lifestyle,8756,64,222,49589,358,8.24,52.89750584567419,Moderate,False
POST_03682,Instagram,Carousel,Food,5382,193,132,35662,821,1.52,58.04364770070147,Moderate,False
POST_04036,YouTube,Community Post,Gaming,18838,495,1666,699142,1291,10.92,60.06263048016702,Moderate,False
POST_03079,Instagram,Reel,Technology,7440,126,79,42298,609,20.89,45.8144972720187,Low,False
POST_04341,Twitter,Thread,Gaming,3956,17,324,10252,157,1.44,28.820422535211264,Low,False
POST_04035,Instagram,Story,Travel,9433,439,31,19725,606,10.22,52.06157443491814,Moderate,False
POST_01410,TikTok,Stitch,Entertainment,49801,655,4002,448612,2599,340.94,77.48680738786278,Very High,True
POST_04756,TikTok,Duet,Food,21936,584,2170,73083,877,18.02,34.28100263852242,Low,False
POST_03589,Instagram,Story,Business,2074,279,106,5493,869,2.73,54.49922057677319,Moderate,False
POST_02051,Facebook,Video,Business,4574,100,662,54752,246,3.19,46.21443089430894,Low,False
POST_04339,Twitter,Poll,Education,4466,6,944,36304,161,1.61,40.71931589537223,Low,False
POST_04898,Twitter,Retweet,Technology,4457,19,392,29675,169,1.13,32.26106639839034,Low,False
POST_03665,Facebook,Story,Sports,206,276,695,65952,644,1.33,64.23272357723577,High,True
POST_04890,LinkedIn,Article,Sports,1707,87,395,26726,98,2.36,60.652390438247004,Moderate,False
POST_01212,Facebook,Post,Entertainment,5292,38,504,41621,174,7.46,36.8775406504065,Low,False
POST_02465,Facebook,Post,Health,7277,312,39,58707,168,3.01,34.14634146341463,Low,False
POST_03826,Instagram,Photo,Lifestyle,1940,260,75,16079,664,6.68,42.792283710054555,Low,False
POST_00905,Twitter,Tweet,Fashion,3633,40,243,53236,126,3.48,26.154426559356136,Low,False
POST_01472,LinkedIn,Post,Fitness,1341,146,208,22155,283,0.85,71.16035856573704,High,True
POST_03507,YouTube,Live,Business,12600,476,176,786183,3245,6.08,42.5313152400835,Low,False
POST_00895,LinkedIn,Poll,Education,492,6,68,26673,137,0.22,25.478087649402394,Low,False
POST_00265,TikTok,Duet,Entertainment,33819,1067,4764,297157,2217,46.68,76.38522427440634,High,True
POST_02572,YouTube,Community Post,Business,10683,230,921,182607,4016,12.79,55.88726513569937,Moderate,False
POST_02791,LinkedIn,Article,Gaming,910,139,43,29654,123,0.32,39.07370517928287,Low,False
POST_00507,YouTube,Live,Food,387,949,932,582253,1885,0.51,44.64509394572025,Low,False
POST_03715,YouTube,Live,Technology,3999,424,1876,879737,36,1.89,42.80793319415448,Low,False
POST_03573,TikTok,Video,Technology,23215,1242,3405,52083,2123,580.22,64.01055408970976,High,True
POST_03750,TikTok,Video,Sports,24350,949,1486,54887,389,6.19,27.18007915567282,Low,False
POST_00945,Instagram,Story,Education,1193,460,19,41628,719,0.35,42.27201870615744,Low,False
POST_03258,Instagram,Reel,Fashion,2659,14,80,14360,68,0.73,16.159392049883085,Low,False
POST_01510,TikTok,Stitch,Health,21963,1294,1166,484462,2734,7.48,55.514511873350926,Moderate,False
POST_00619,TikTok,Duet,Health,39601,345,1401,96257,408,10.18,26.84036939313984,Low,False
POST_04878,LinkedIn,Article,Education,1690,83,156,5395,285,8.64,64.5418326693227,High,True
POST_01022,Twitter,Tweet,Gaming,492,253,118,14690,317,4.81,38.03319919517102,Low,False
POST_01201,TikTok,Duet,Gaming,7067,527,4244,71046,472,24.7,39.15237467018469,Low,False
POST_01492,Twitter,Thread,Education,3689,178,1799,56333,146,2.91,61.803319919517094,Moderate,False
POST_01357,YouTube,Community Post,Education,1273,940,1719,237486,985,0.8,52.38517745302713,Moderate,False
POST_00043,Instagram,Story,Fashion,1808,44,183,37121,708,0.76,49.50506625097428,Low,False
POST_01133,Instagram,Reel,Sports,3527,66,208,9869,795,1.25,59.09781761496492,Moderate,False
POST_01090,Instagram,Reel,Fashion,8157,285,280,27871,452,4.14,69.10561184723304,High,True
POST_02055,TikTok,Duet,Travel,15684,1668,1145,373903,969,4.13,35.32651715039577,Low,False
POST_04807,Instagram,Reel,Fitness,4522,403,204,3773,109,2.26,46.619251753702265,Low,False
POST_00969,Facebook,Video,Travel,4908,294,224,74644,338,1.76,42.708333333333336,Low,False
POST_00628,LinkedIn,Post,Entertainment,989,123,463,20123,29,0.43,54.57669322709163,Moderate,False
POST_04964,LinkedIn,Document,Gaming,1175,116,233,3735,39,0.43,40.51792828685258,Low,False
POST_03138,LinkedIn,Document,Technology,48,13,389,28755,113,0.12,42.091633466135455,Low,False
POST_02218,Twitter,Thread,Fashion,2476,62,170,26247,155,27.06,24.305835010060363,Low,False
POST_00534,Facebook,Story,Health,229,383,423,41467,314,0.21,42.98018292682927,Low,False
POST_02582,TikTok,Stitch,Food,27880,1085,3856,280212,2395,17.69,71.09828496042216,High,True
POST_01208,Twitter,Poll,Lifestyle,1860,279,1626,84481,222,13.82,63.760060362173036,Moderate,False
POST_01898,Instagram,Carousel,Sports,7106,143,178,44542,562,2.37,55.64497272018707,Moderate,False
POST_00806,LinkedIn,Post,Lifestyle,340,130,196,27134,126,1.22,44.03386454183267,Low,False
POST_01615,Twitter,Poll,Gaming,641,79,982,76265,325,1.25,45.24899396378269,Low,False
POST_04586,YouTube,Live,Lifestyle,15892,703,1829,700590,766,46.39,60.281837160751564,Moderate,False
POST_03521,Instagram,Carousel,Sports,7721,215,280,4146,895,2.54,81.78293063133279,Very High,True
POST_04088,Facebook,Story,Fitness,5553,227,963,8003,388,6.32,69.53252032520325,High,True
POST_00184,TikTok,Video,Technology,33994,1259,4690,306951,1379,33.2,67.44722955145119,High,True
POST_04262,TikTok,Stitch,Food,14788,1498,487,135560,1537,5.41,35.23746701846965,Low,False
POST_00082,Facebook,Video,Fitness,1816,333,169,26592,528,1.6,45.15497967479674,Low,False
POST_04948,LinkedIn,Poll,Fashion,1120,87,312,12741,158,0.43,56.44422310756971,Moderate,False
POST_01234,Instagram,Photo,Gaming,1018,246,140,27220,156,0.28,30.75409197194076,Low,False
POST_03595,Facebook,Story,Food,3697,225,257,72889,550,2.46,48.96595528455284,Low,False
POST_04518,TikTok,Video,Business,22574,1594,3330,165470,2469,8.61,69.50527704485488,High,True
POST_00778,LinkedIn,Poll,Gaming,1559,133,460,19675,265,0.45,87.17131474103586,Very High,True
POST_04277,Twitter,Retweet,Food,817,37,1559,51442,286,2.16,51.13430583501005,Moderate,False
POST_00113,YouTube,Short,Entertainment,17413,336,748,100280,1391,30.3,41.76931106471816,Low,False
POST_00602,Twitter,Tweet,Sports,2673,221,1838,46906,457,1.83,83.84054325955734,Very High,True
POST_03419,Instagram,Reel,Health,4781,153,99,49355,110,4.12,27.527279812938428,Low,False
POST_02236,Facebook,Story,Sports,1431,367,919,36695,323,53.59,62.573678861788615,Moderate,False
POST_01821,Instagram,Story,Fitness,3965,330,253,42805,385,31.75,58.39438815276695,Moderate,False
POST_01225,Twitter,Thread,Gaming,3058,3,282,52030,228,0.68,30.20875251509054,Low,False
POST_02754,Twitter,Tweet,Sports,2193,85,1594,51541,287,1.02,59.39134808853118,Moderate,False
POST_04732,Instagram,Reel,Fitness,7686,329,143,48505,281,11.56,48.03975058456742,Low,False
POST_02160,LinkedIn,Poll,Technology,1514,138,404,11736,168,5.65,72.2410358565737,High,True
POST_03978,Facebook,Live,Food,1143,112,905,4547,455,0.5,58.231707317073166,Moderate,False
POST_04808,YouTube,Short,Fashion,19903,454,1846,540439,1983,25.06,68.65344467640918,High,True
POST_02959,Twitter,Tweet,Education,4196,104,487,85559,411,0.97,55.28672032193158,Moderate,False
POST_04496,Facebook,Post,Health,2757,145,493,51193,665,1.79,57.17987804878049,Moderate,False
POST_00559,TikTok,Video,Travel,3554,760,4640,459013,1267,5.71,52.915567282321895,Moderate,False
POST_04127,LinkedIn,Poll,Gaming,430,63,158,25204,93,0.23,31.364541832669318,Low,False
POST_03670,Twitter,Poll,Entertainment,526,272,528,88533,99,0.44,31.348088531187123,Low,False
POST_04990,TikTok,Stitch,Lifestyle,7520,1667,4627,260023,2588,60.42,76.55672823218997,High,True
POST_03523,Twitter,Retweet,Health,817,258,1091,4463,32,1.54,36.55684104627767,Low,False
POST_00204,TikTok,Duet,Fashion,47032,630,804,118831,446,35.76,27.63852242744063,Low,False
POST_01773,TikTok,Stitch,Food,28305,1724,1822,348307,1470,7.61,49.739445910290236,Low,False
POST_02784,TikTok,Duet,Gaming,1765,784,2022,292179,2636,116.88,50.375989445910285,Moderate,False
POST_04363,TikTok,Video,Education,35494,649,4226,365938,1345,10.39,59.05013192612137,Moderate,False
POST_01860,LinkedIn,Document,Business,210,41,4,3785,36,0.07,10.189243027888445,Low,False
POST_01755,YouTube,Live,Gaming,14829,841,836,985365,3197,4.71,60.36534446764092,Moderate,False
POST_00400,TikTok,Stitch,Fitness,8197,858,81,321477,2519,3.38,37.5,Low,False
POST_02181,Twitter,Thread,Business,1724,68,334,90939,198,1.59,27.88229376257545,Low,False
POST_02917,LinkedIn,Poll,Fitness,1695,111,401,15552,80,2.61,60.831673306772906,Moderate,False
POST_03568,LinkedIn,Post,Sports,911,148,470,13565,87,0.37,64.41235059760956,High,True
POST_00262,YouTube,Community Post,Health,9995,915,316,351639,4251,5.3,56.200417536534445,Moderate,False
POST_04470,TikTok,Video,Food,43579,161,3947,8687,2081,9.73,65.67941952506597,High,True
POST_02768,Instagram,Reel,Business,2966,148,57,25695,872,41.29,45.980124707716286,Low,False
POST_01139,Facebook,Video,Technology,4284,163,258,43767,534,2.15,47.22560975609756,Low,False
POST_00983,Instagram,Carousel,Lifestyle,4850,214,233,5022,705,1.86,65.15003897116134,High,True
POST_01134,Instagram,Story,Entertainment,9914,5,236,10620,777,12.52,68.81527669524552,High,True
POST_00995,Twitter,Tweet,Entertainment,2585,261,303,28484,46,0.89,29.403923541247483,Low,False
POST_02750,Facebook,Video,Technology,133,261,312,46784,649,5.33,50.3785569105691,Moderate,False
POST_04430,TikTok,Duet,Lifestyle,48031,182,1147,59588,756,27.26,30.488126649076513,Low,False
POST_00097,Facebook,Video,Fashion,1869,201,5,27995,257,1.62,21.778455284552845,Low,False
POST_03039,Instagram,Photo,Technology,1845,325,163,28590,358,3.18,43.916601714731094,Low,False
POST_03862,Facebook,Post,Fitness,4896,264,859,79501,521,1.8,72.02235772357723,High,True
POST_03374,LinkedIn,Article,Fashion,1934,104,379,4291,226,0.58,76.6683266932271,High,True
POST_03795,Instagram,Story,Fitness,7271,139,152,34391,243,4.54,41.14380358534684,Low,False
POST_03240,Facebook,Video,Food,4204,383,577,16888,289,6.08,54.850101626016254,Moderate,False
POST_00528,Twitter,Thread,Food,380,88,720,5314,410,0.3,46.63229376257545,Low,False
POST_03250,Facebook,Post,Fitness,7438,232,906,6578,251,4.84,65.322662601626,High,True
POST_03790,YouTube,Live,Gaming,13015,258,950,580224,1622,3.01,42.84446764091857,Low,False
POST_03727,Instagram,Reel,Technology,4403,283,222,35873,500,2.53,58.46453624318004,Moderate,False
POST_03387,Instagram,Photo,Entertainment,5594,46,210,19398,941,1.76,66.87256430241621,High,True
POST_04244,Facebook,Story,Lifestyle,6700,24,349,23904,770,3.86,59.375,Moderate,False
POST_01219,LinkedIn,Document,Fashion,440,123,487,13682,88,0.38,60.12948207171315,Moderate,False
POST_01878,Facebook,Post,Entertainment,7695,271,488,18204,330,1.97,55.8104674796748,Moderate,False
POST_03749,Twitter,Poll,Technology,1958,148,368,16958,257,0.66,37.748993963782695,Low,False
POST_03658,Facebook,Story,Sports,1565,148,94,57000,146,1.32,17.804878048780488,Low,False
POST_00831,Instagram,Photo,Education,4517,117,253,25014,350,1.31,51.62314886983632,Moderate,False
POST_03153,LinkedIn,Post,Travel,1289,62,310,26728,180,31.48,57.026892430278885,Moderate,False
POST_02090,Twitter,Thread,Technology,2914,171,769,6465,464,0.81,63.69466800804828,Moderate,False
POST_00435,Instagram,Carousel,Gaming,1611,266,145,22063,877,4.12,58.18199532346063,Moderate,False
POST_03894,Twitter,Tweet,Health,1838,106,1203,19725,372,1.36,57.754024144869206,Moderate,False
POST_01653,Twitter,Tweet,Sports,2722,198,480,98504,399,0.82,54.97736418511066,Moderate,False
POST_04855,Facebook,Post,Health,5896,364,660,72555,93,8.02,52.20528455284552,Moderate,False
POST_00925,Twitter,Retweet,Sports,2735,179,1886,17007,422,3.4,79.89436619718309,Very High,True
POST_01324,Instagram,Photo,Food,2830,220,232,2952,178,0.93,43.87763055339048,Low,False
POST_03709,Twitter,Retweet,Business,1414,34,753,68957,340,0.69,42.585513078470825,Low,False
POST_02256,Facebook,Live,Fashion,2957,285,820,56369,546,1.47,69.0040650406504,High,True
POST_04868,Instagram,Reel,Travel,5137,447,229,5343,155,2.08,52.84684333593142,Moderate,False
POST_01834,LinkedIn,Poll,Sports,1342,91,116,12649,61,0.52,34.43725099601593,Low,False
POST_04718,YouTube,Community Post,Education,6643,244,1557,857878,3837,1.8,62.41127348643006,Moderate,False
POST_00175,Facebook,Video,Gaming,5709,381,82,12605,292,1.48,39.855182926829265,Low,False
POST_03007,YouTube,Community Post,Travel,3395,622,241,830984,4194,1.57,45.636743215031316,Low,False
POST_03357,LinkedIn,Post,Lifestyle,1005,6,284,7204,204,0.55,50.667330677290835,Moderate,False
POST_03409,Instagram,Photo,Education,1124,331,41,4774,560,1.08,36.07755261106781,Low,False
POST_02851,LinkedIn,Article,Gaming,1613,16,486,21641,296,2.36,82.13645418326692,Very High,True
POST_01073,Instagram,Carousel,Fashion,6406,163,101,2352,121,4.14,31.213951675759933,Low,False
POST_01900,TikTok,Duet,Business,34628,1876,4027,359052,2725,19.17,83.85554089709763,Very High,True
POST_00924,TikTok,Duet,Education,27526,906,1943,160964,1938,17.07,49.92084432717678,Moderate,False
POST_02660,LinkedIn,Document,Travel,1154,80,207,11304,160,1.65,49.37250996015935,Low,False
POST_01098,Instagram,Story,Sports,7755,463,25,33246,787,3.8,55.46765393608729,Moderate,False
POST_02275,YouTube,Live,Travel,2324,190,600,323775,2500,0.85,34.321503131524004,Low,False
POST_00958,Instagram,Story,Fitness,9071,348,153,15734,374,63.94,55.10522213561965,Moderate,False
POST_01187,LinkedIn,Document,Education,1873,128,46,16077,239,1.62,57.739043824701184,Moderate,False
